Label,Section,Number of samples,Average Current (uA),Total Current (uA),Total time(ms),Energy consumption (joules)
no_tls_e2e_10_1416B,system,600453,3097.3634557191917,1858732663.0852833,6004.530000084645,0.08945739871486262
no_tls_e2e_10_2048B,total,31281105,2443.8992986159815,76448368179.71252,312811.0521392897,3.677142599537404
no_tls_e2e_10_2048B,setup,1263516,26022.16021362131,32887614221.621117,12635.162000229375,1.581500149595088
no_tls_e2e_10_2048B,compute,18202,34686.100512783836,139802854.49290648,182.02399999997962,0.030368910274341018
no_tls_e2e_10_2048B,sleep,28046320,5.29624998236831,148532699.60953742,280463.2001091634,0.00714478948162529
no_tls_e2e_10_2048B,modem,1368598,30275.889707370334,41447631736.40192,13685.982000252314,1.993048904383901
no_tls_e2e_10_2048B,system,584468,3122.379718950274,1824786666.7855515,5844.684000081155,0.08777924259838274
no_tls_e2e_15_256B,total,31279180,2335.2776762828316,73051691215.51436,312791.8021392718,3.5134919788571666
no_tls_e2e_15_256B,setup,1261102,26388.329922064655,33303405854.67447,12611.02800022885,1.6006908838021479
no_tls_e2e_15_256B,compute,15944,46140.78402005978,141257816.41838348,159.44000000000636,0.03538566256600298
no_tls_e2e_15_256B,sleep,28159610,5.68767732533126,160162339.47271433,281596.1081102185,0.007703829713190094
no_tls_e2e_15_256B,modem,1258180,29884.6021412378,37600513410.017296,12581.80000022821,1.8085700395640139
no_tls_e2e_15_256B,system,584342,3159.7996802680423,1846351794.2040412,5843.426000081128,0.08881210746835357
no_tls_e2e_15_708B,total,31234858,2365.8893490864907,73912422466.12903,312348.58813885896,3.55450437180246
no_tls_e2e_15_708B,setup,1216007,25872.083855983514,31559490448.790718,12160.076000219005,1.5132572937291617
no_tls_e2e_15_708B,compute,16709,35932.123160083414,141016687.6729179,167.0959999999994,0.028879788587990503
no_tls_e2e_15_708B,sleep,28072806,5.818427639272599,163339708.91936707,280728.06810941006,0.007856634522421555
no_tls_e2e_15_708B,modem,1341064,29962.726896471657,40183889538.958176,13410.646000246303,1.9327519085671776
no_tls_e2e_15_708B,system,588270,3169.806600610578,1864686081.0290196,5882.702000081986,0.08969220289686049
no_tls_e2e_15_1024B,total,31137369,2268.317318618499,70637915466.10258,311373.69413795107,3.3972757897113555
no_tls_e2e_15_1024B,setup,1118004,25627.844599098702,28709095955.92107,11180.044000197613,1.3781632694936026
no_tls_e2e_15_1024B,compute,17211,37498.08252163686,143518236.08491617,172.11199999999482,0.03104311459881573
no_tls_e2e_15_1024B,sleep,28059304,9.926421153003497,278288356.3021882,280593.0481092843,0.013397219734742472
no_tls_e2e_15_1024B,modem,1321081,30020.830298115885,39659756808.12466,13210.81200024194,1.9076438122175612
no_tls_e2e_15_1024B,system,621767,2987.0449103101582,1847256109.0537167,6217.678000089297,0.08933364526998919
no_tls_e2e_15_1416B,total,31241656,2546.300504128215,79587066461.40703,312416.5601389223,3.8263859984285524
no_tls_e2e_15_1416B,setup,1223800,25978.264610486578,31882652828.752026,12238.008000220707,1.5292058307492788
no_tls_e2e_15_1416B,compute,15690,34981.728170814706,133859419.23829499,156.9019999999902,0.02640066197572733
no_tls_e2e_15_1416B,sleep,27118275,17.76530125817312,479783698.71568584,271182.7501005203,0.023172864039982533
no_tls_e2e_15_1416B,modem,1636465,27725.172719254875,44605477855.65044,16364.658000049734,2.182359383501421
no_tls_e2e_15_1416B,system,1247424,2422.3333598124805,2485292655.7477856,12474.241999656524,0.14534267588922276
no_tls_e2e_15_2048B,total,31257459,2517.443629235191,78698032927.08856,312574.5941390695,3.7849357084524065
no_tls_e2e_15_2048B,setup,1236379,26004.262344814586,32210487821.17339,12363.792000223453,1.5464693085100518
no_tls_e2e_15_2048B,compute,18907,40487.53306860505,162498651.254221,189.06999999997942,0.03682044358971835
no_tls_e2e_15_2048B,sleep,27929226,5.348451655384307,149365476.01787773,279292.26210807293,0.007185087387334241
no_tls_e2e_15_2048B,modem,1461672,30302.84813026372,44286198132.16769,14616.724000272628,2.130485447878185
no_tls_e2e_15_2048B,system,611274,3092.3263577345483,1889482845.643498,6112.746000087007,0.09092153281192838
no_tls_e2e_20_256B,total,31359528,2311.741325020539,72500628151.91663,313595.28414002,3.4870151646313827
no_tls_e2e_20_256B,setup,1230162,25998.923326128897,31991181717.748913,12301.626000222095,1.5383776399108071
no_tls_e2e_20_256B,compute,38178,42647.11813777928,921470727.3286769,381.7879999999428,0.07831717968939922
no_tls_e2e_20_256B,sleep,28164718,5.2297629820135025,147294689.93445885,281647.1801102661,0.007084879863305256
no_tls_e2e_20_256B,modem,1255052,29804.258222145458,37403326313.61357,12550.526000227528,1.7992243563030972
no_tls_e2e_20_256B,system,671416,3034.4223216047294,2037354702.5964973,6714.164000100134,0.09799705983265818
no_tls_e2e_20_708B,total,31311520,2492.8132230604415,78062759738.37613,313115.2041395729,3.754386439070109
no_tls_e2e_20_708B,setup,1183718,25733.28574754477,30540827743.240807,11837.18600021196,1.465172607891299
no_tls_e2e_20_708B,compute,36640,42697.08092333509,917354482.5722656,366.3999999999359,0.07524865226597781
no_tls_e2e_20_708B,sleep,27645031,9.945075726845543,267613092.92449465,276450.3121054261,0.013224225778159012
no_tls_e2e_20_708B,modem,1521183,29170.81969255534,43778453905.959885,15211.834000094797,2.1343974173553697
no_tls_e2e_20_708B,system,924947,2889.8394237284774,2558510512.85864,9249.472000076572,0.128568841293916
no_tls_e2e_20_1024B,total,31365264,2445.8098846757175,76722932789.10164,313652.6401400735,3.689918039800384
no_tls_e2e_20_1024B,setup,1234627,26324.311030038858,32539366761.04956,12346.27400022307,1.5632844244194188
no_tls_e2e_20_1024B,compute,39458,43040.71222624414,939082424.2754891,394.58399999993117,0.08168907845070207
no_tls_e2e_20_1024B,sleep,28055312,5.208106307451043,146114395.22031072,280553.1241092471,0.007028133882145117
no_tls_e2e_20_1024B,modem,1358815,30210.029608714314,41050919650.032455,13588.15400025018,1.9744979517883268
no_tls_e2e_20_1024B,system,677050,3024.1776482909077,2047449557.7210941,6770.504000101365,0.09848574501954721
no_tls_e2e_20_1416B,total,31371269,2432.5932745269943,76323473320.4819,313712.69414012943,3.6706812254142998
no_tls_e2e_20_1416B,setup,1239966,25977.465647113375,32277251908.389458,12399.662000224236,1.549357727440349
no_tls_e2e_20_1416B,compute,40098,42998.64666121699,942045057.0727708,400.98799999992536,0.08293373778472123
no_tls_e2e_20_1416B,sleep,28046791,5.2307766224337655,146701250.35269803,280467.91810916783,0.007056582791356774
no_tls_e2e_20_1416B,modem,1358349,30101.61829126611,40889755917.31645,13583.496000250077,1.9667378680868497
no_tls_e2e_20_1416B,system,686063,3014.5961853189483,2067719186.5690103,6860.630000103332,0.0994805596208139
no_tls_e2e_20_2048B,total,31263209,2348.239220627257,73411868864.76239,312632.09413912304,3.5311890858555866
no_tls_e2e_20_2048B,setup,1130791,25238.60933114563,28561087254.99456,11307.916000200405,1.3727551172794352
no_tls_e2e_20_2048B,compute,41153,43087.896764948426,952947040.304916,411.53199999991574,0.08529115247436649
no_tls_e2e_20_2048B,sleep,28017813,5.245367213711819,146952791.447617,280178.1301088979,0.007068954824603749
no_tls_e2e_20_2048B,modem,1379137,30208.9973374877,41666274825.90071,13791.372000254614,2.0039591313731315
no_tls_e2e_20_2048B,system,694314,3003.2450032838465,2084606951.3511233,6943.144000105132,0.10029793974715454
no_tls_e2e_25_256B,total,34927054,2477.5175884681003,86536701610.07819,349270.5481732452,4.162208085181259
no_tls_e2e_25_256B,setup,1233743,26122.0964876397,32243358073.719135,12337.432000222878,1.5501648236648704
no_tls_e2e_25_256B,compute,753406,17280.923779542845,7670164145.596006,7534.0600001139655,0.6262404349059902
no_tls_e2e_25_256B,sleep,28106873,5.169126229805964,145287622.28103456,281068.7341097274,0.006988351673810409
no_tls_e2e_25_256B,modem,1263778,29747.646630357474,37597020941.195175,12637.788000229435,1.8082928122931488
no_tls_e2e_25_256B,system,3569253,2488.1590586840225,8880870826.5096,35692.5339982844,0.42716985563500237
no_tls_e2e_25_708B,total,34863490,2495.6924869036716,87023936882.90584,348634.90817265323,4.18511135600443
no_tls_e2e_25_708B,setup,1170081,25572.781954889047,30025566427.992134,11700.818000208981,1.4392600682574206
no_tls_e2e_25_708B,compute,754137,17108.99508611914,7683500163.280095,7541.378000113955,0.620612169894745
no_tls_e2e_25_708B,sleep,28018009,5.180460031482587,145145170.08407274,280180.0981088998,0.00698153125737482
no_tls_e2e_25_708B,modem,1346250,29917.836997120547,40280421536.055504,13462.500000247435,1.9373183155952738
no_tls_e2e_25_708B,system,3575011,2486.511462216783,8889303584.633293,35750.11399829613,0.42757565819745913
no_tls_e2e_25_1024B,total,35038692,3256.837286440703,114590163894.59842,350386.926174285,5.488946920118092
no_tls_e2e_25_1024B,setup,2164743,26223.339028161066,57607728312.564674,21647.436000846035,2.7304833365683088
no_tls_e2e_25_1024B,compute,754160,16922.79635163988,7622001986.07222,7541.602000113844,0.613876225050754
no_tls_e2e_25_1024B,sleep,27199138,5.244234919703155,142465562.04817873,271991.38610127347,0.0068609201465321635
no_tls_e2e_25_1024B,modem,1344968,29973.897867020605,40313383186.11526,13449.686000247155,1.939101064816693
no_tls_e2e_25_1024B,system,3575681,2490.3216266172426,8904584848.44727,35756.8159982975,0.42831112618355693
no_tls_e2e_25_1416B,total,35128963,2889.6726262669517,101467122515.41136,351289.6341751257,4.8826889112801934
no_tls_e2e_25_1416B,setup,1468014,24342.34635211802,34417285182.38247,14680.142000100448,1.7188491761213014
no_tls_e2e_25_1416B,compute,754141,17039.486132508504,7780118877.142903,7541.410000113693,0.6180934228703564
no_tls_e2e_25_1416B,sleep,27684058,5.2983891128514475,146674194.45286888,276840.58610578964,0.007055351999082165
no_tls_e2e_25_1416B,modem,1656012,30480.808814114524,50179464490.4149,16560.122000053467,2.42792403971202
no_tls_e2e_25_1416B,system,3566737,2507.49805292406,8943579770.757961,35667.373998279276,0.4301865388058137
no_tls_e2e_25_2048B,total,34820228,2536.9269697504833,88351117322.31747,348202.2841722503,4.2489797127539095
no_tls_e2e_25_2048B,setup,1128846,25708.383722389608,29072113896.481163,11288.460000199979,1.395900774949139
no_tls_e2e_25_2048B,compute,755388,16987.215077458502,7902470493.83922,7553.882000113737,0.6172164015692941
no_tls_e2e_25_2048B,sleep,27991402,5.296610779724006,148260390.24126658,279914.026108652,0.007131285067279388
no_tls_e2e_25_2048B,modem,1376140,30772.139708459094,42362515084.190056,13761.404000253959,2.0368803415705443
no_tls_e2e_25_2048B,system,3568451,2484.4840784957846,8865757457.695671,35684.51199828277,0.42644306518048775
tls_10_1024B,total,31390580,2498.2535768274065,78431682383.49178,313905.8021403093,3.772080369252577
tls_10_1024B,setup,1375244,26462.684653587105,36359951033.911575,13752.446000253763,1.7504871466741652
tls_10_1024B,compute,15944,49505.87035768269,124981815.06907804,159.44000000000017,0.03796636881487718
tls_10_1024B,sleep,28105361,4.791166589852286,134655295.0729966,281053.6161097133,0.006477024285172357
tls_10_1024B,modem,1337452,29983.711179570666,40105590401.24329,13374.526000245514,1.928896218071646
tls_10_1024B,system,556577,3066.6074795518207,1706503837.5362496,5565.774000075067,0.08209729249678248
tls_10_1416B,total,31275389,2398.6183427932183,75022387414.42204,312753.89213923644,3.6083524400573435
tls_10_1416B,setup,1259565,25927.304780459053,32690199224.91349,12595.652000228514,1.5708079930120973
tls_10_1416B,compute,16427,46682.50562000484,133188479.93176416,164.27199999999578,0.03688610338903644
tls_10_1416B,sleep,28093913,4.7774205475612215,134207623.05761322,280939.13610960665,0.006455810771042481
tls_10_1416B,modem,1342029,30057.809132618266,40345095312.31035,13420.298000246514,1.9402806753704307
tls_10_1416B,system,563453,3052.903324939919,1719696773.5908992,5634.534000076568,0.08274011727577293
tls_10_2048B,total,31282390,2419.47822321777,75692144391.78558,312823.9041393016,3.6405477003192868
tls_10_2048B,setup,1265854,26547.619526603095,33629968988.1433,12658.542000229887,1.6164204941292524
tls_10_2048B,compute,17137,44662.413418716365,139586236.0035885,171.37199999998933,0.03681519701060448
tls_10_2048B,sleep,28109851,4.687365559068878,131756532.19751187,281098.5121097551,0.006337711239813792
tls_10_2048B,modem,1336124,30003.54561856354,40085755679.422745,13361.244000245224,1.9282553775729776
tls_10_2048B,system,553423,3081.397312613388,1705076955.3785026,5534.234000074379,0.08202576585872562
tls_10_256B,total,31280244,2660.6166903869416,83257446595.65694,312802.4421392817,4.003109986061424
tls_10_256B,setup,1267990,25727.04778914309,32644841846.54145,12679.900000230355,1.5691008516165874
tls_10_256B,compute,12874,41323.64075237293,95729891.57751283,128.74400000000682,0.02559002157216439
tls_10_256B,sleep,27012534,9.56149521771054,250631318.71090803,270125.3460995356,0.012423278605632077
tls_10_256B,modem,2211024,25870.702239357786,48089806136.1335,22110.24199980534,2.751356013514283
tls_10_256B,system,775821,2969.978428134604,2176437402.0092473,7758.210000097456,0.1108306556013048
tls_10_708B,total,31373338,2522.3456106982317,79147607668.24124,313733.38814014866,3.806364805968032
tls_10_708B,setup,1360508,25644.800466398836,34910274224.33745,13605.086000250547,1.6782076330202291
