Label, Section, Number of samples, Average Current (uA), Total Current (uA) ,Total time(ms)
no_tls_15_256B,total,13663518,3525.4777670399812,48170428928.55059,136635.16999999998
no_tls_15_256B,setup,1658652,20411.38607888309,33855386342.511593,16586.51
no_tls_15_256B,compute,1436,15203.110949633994,21831667.323674414,14.359999999993306
no_tls_15_256B,send,3706,7617.796330492331,28231553.20080458,37.060000000012224
no_tls_15_256B,sleep,11999724,1188.7756223194508,14264979365.761648,119997.23999999999
no_tls_15_256B,modem,1675439,28042.2553522543,46983088265.12559,16754.390000000014
no_tls_15_256B,system_above_10uA,1400237,10161.31133359906,14228244097.824747,14228244097.824747
no_tls_15_256B,system_above_20uA,1335253,10655.089392052434,14227240076.00619,14227240076.00619
no_tls_15_256B,system_above_40uA,647580,21939.58912420479,14207639125.052538,14207639125.052538
no_tls_15_256B,system_above_80uA,646423,21978.763492658072,14207578233.214508,14207578233.214508
no_tls_15_256B,system_above_160uA,645212,22019.790923738357,14207433341.487072,14207433341.487072
no_tls_20_1024B,total,13560670,2925.087509619332,39666146439.06959,135606.69
no_tls_20_1024B,setup,13560670,2925.087509619332,39666146439.06959,135606.69
no_tls_20_1024B,compute,0,0,0,0
no_tls_20_1024B,send,0,0,0,0
no_tls_20_1024B,sleep,0,0,0,0
no_tls_20_1024B,modem,1397885,27830.105902322317,38903287589.26783,13978.850000000019
no_tls_20_1024B,system_above_10uA,0,0,0,0
no_tls_20_1024B,system_above_20uA,0,0,0,0
no_tls_20_1024B,system_above_40uA,0,0,0,0
no_tls_20_1024B,system_above_80uA,0,0,0,0
no_tls_20_1024B,system_above_160uA,0,0,0,0
tls_20_2048B,total,13606341,3900.3800507530705,53069901000.143585,136063.4
tls_20_2048B,setup,1555791,22447.905616614276,34924249527.17794,15557.9
tls_20_2048B,compute,45940,18539.787313531673,851717829.183645,459.3999999999978
tls_20_2048B,send,4888,11760.684615102273,57486226.39861991,48.88000000000102
tls_20_2048B,sleep,11999722,1436.4038948694838,17236447418.15103,119997.21999999999
tls_20_2048B,modem,1805629,28592.787263559552,51627965873.91377,18056.29
tls_20_2048B,system_above_10uA,1653110,10404.51923043299,17199814785.02108,17199814785.02108
tls_20_2048B,system_above_20uA,1574833,10920.905738574522,17198602746.99653,17198602746.99653
tls_20_2048B,system_above_40uA,763152,22505.989422798757,17175490839.987717,17175490839.987717
tls_20_2048B,system_above_80uA,762121,22536.367539087914,17175438965.257221,17175438965.257221
tls_20_2048B,system_above_160uA,760904,22572.216252838138,17175289635.649551,17175289635.649551
tls_20_256B,total,13427049,3368.745492926248,45232310802.04989,134270.48
tls_20_256B,setup,1377538,20529.78413377695,28280557776.07483,13775.369999999999
tls_20_256B,compute,45895,18521.06319062595,850024195.1337781,458.9499999999971
tls_20_256B,send,3896,8363.220109867832,32583105.548045076,38.95999999999185
tls_20_256B,sleep,11999720,1339.1267234170439,16069145725.52197,119997.20000000001
tls_20_256B,modem,1542985,27858.065432092295,42984577090.73693,15429.849999999904
tls_20_256B,system_above_10uA,1579554,10150.09227885558,16032618859.435446,16032618859.435446
tls_20_256B,system_above_20uA,1506954,10638.341573691989,16031491387.841436,16031491387.841436
tls_20_256B,system_above_40uA,726764,22028.24721660801,16009337060.130905,16009337060.130905
tls_20_256B,system_above_80uA,725722,22059.803506908385,16009284720.640568,16009284720.640568
tls_20_256B,system_above_160uA,724611,22093.44194892279,16009151064.050892,16009151064.050892
no_tls_10_1024B,total,15080701,3000.26495806105,45246098753.296234,150807.0
no_tls_10_1024B,setup,15080701,3000.26495806105,45246098753.296234,150807.0
no_tls_10_1024B,compute,0,0,0,0
no_tls_10_1024B,send,0,0,0,0
no_tls_10_1024B,sleep,0,0,0,0
no_tls_10_1024B,modem,1595754,27753.234638684204,44287335187.61887,15957.539999999952
no_tls_10_1024B,system_above_10uA,0,0,0,0
no_tls_10_1024B,system_above_20uA,0,0,0,0
no_tls_10_1024B,system_above_40uA,0,0,0,0
no_tls_10_1024B,system_above_80uA,0,0,0,0
no_tls_10_1024B,system_above_160uA,0,0,0,0
tls_10_256B,total,13246312,3350.613065507112,44383266056.98364,132463.11
tls_10_256B,setup,1242663,22528.83780150347,27995753168.929707,12426.619999999999
tls_10_256B,compute,46,17331.15473342894,797233.1177377312,0.4600000000100408
tls_10_256B,send,3882,7345.0427745603765,28513456.05084338,38.81999999999971
tls_10_256B,sleep,11999721,1363.215211347113,16358202199.12139,119997.20999999998
tls_10_256B,modem,1644587,26465.299605887205,43524487682.94722,16445.859999999982
tls_10_256B,system_above_10uA,1699815,9601.470973012034,16320724381.99045,16320724381.99045
tls_10_256B,system_above_20uA,1613320,10115.409145473981,16319391882.576084,16319391882.576084
tls_10_256B,system_above_40uA,749993,21726.660177822014,16294843046.745266,16294843046.745266
tls_10_256B,system_above_80uA,748549,21768.474869308324,16294770094.945875,16294770094.945875
tls_10_256B,system_above_160uA,747249,21806.139384151233,16294615848.667624,16294615848.667624
tls_20_708B,total,13398321,3611.0762648985374,48382358952.59164,133983.2
tls_20_708B,setup,1348529,22724.917015007446,30645209617.33098,13485.28
tls_20_708B,compute,45893,18210.819819648128,835749153.9831116,458.9300000000112
tls_20_708B,send,4178,9544.564116378806,39877188.87823065,41.77999999999156
tls_20_708B,sleep,11999721,1405.1595860159641,16861522992.66707,119997.20999999999
tls_20_708B,modem,1687213,27832.151454427603,46958767751.87916,16872.130000000114
tls_20_708B,system_above_10uA,1707341,9854.695560770455,16825325773.42139,16825325773.42139
tls_20_708B,system_above_20uA,1626224,10345.481973878448,16824071077.488504,16824071077.488504
tls_20_708B,system_above_40uA,771524,21774.791056563376,16799773895.124,16799773895.124
tls_20_708B,system_above_80uA,770482,21804.170015956177,16799720522.233946,16799720522.233946
tls_20_708B,system_above_160uA,769224,21839.633354475867,16799570127.463345,16799570127.463345
tls_25_2048B,total,15073069,4015.632719567273,60527909060.69515,150730.68
tls_25_2048B,setup,1596817,21646.637123585013,34565718151.77165,15968.16
tls_25_2048B,compute,1468569,6815.18495111842,10008569348.479027,14685.689999999991
tls_25_2048B,send,7960,7139.770538726516,56832573.48826307,79.60000000000582
tls_25_2048B,sleep,11999723,1324.7629955874622,15896788987.699768,119997.23000000001
tls_25_2048B,modem,1948855,28711.18546370901,55953937346.876625,19488.550000000047
tls_25_2048B,system_above_10uA,1520117,10433.554088204253,15860222939.898785,15860222939.898785
tls_25_2048B,system_above_20uA,1457927,10877.952902240711,15859261240.905094,15859261240.905094
tls_25_2048B,system_above_40uA,739886,21407.06098444692,15838784723.538496,15838784723.538496
tls_25_2048B,system_above_80uA,738814,21438.04498234063,15838727765.583012,15838727765.583012
tls_25_2048B,system_above_160uA,737175,21485.44323333713,15838531615.535297,15838531615.535297
