Label,Section,Number of samples,Average Current (uA),Total Current (uA),Total time(ms),Energy consumption (joules)
no_tls_20_708B,total,31202432,2204.2952912256114,68779373932.38734,312024.320138557,3.308287887616904
no_tls_20_708B,setup,1073896,25318.269090387366,27189187903.09063,10738.960000187986,1.3077999381615524
no_tls_20_708B,compute,37527,42956.607954886436,922878416.4395119,375.26999999994865,0.0775387693453668
no_tls_20_708B,sleep,26167287,3.7723760621914577,98712847.09129372,261672.87009166356,0.004748087946754475
no_tls_20_708B,modem,1281962,30050.7401088905,38523906891.47348,12819.620000233403,1.8529999215136115
no_tls_20_708B,system,2641760,773.9869911007461,2044687873.610307,26417.599998705115,0.09834948671583506
no_tls_20_1024B,total,31207047,2168.954329749804,67686659709.35563,312070.4701386,3.255728333465974
no_tls_20_1024B,setup,1078553,24538.589589413397,26466169417.430588,10785.530000189003,1.273022749000719
no_tls_20_1024B,compute,37530,43125.323374202264,925620993.8048855,375.2999999999486,0.07784953187783565
no_tls_20_1024B,sleep,26181249,3.928014119200943,102840315.73031557,261812.4900917936,0.004946619188362503
no_tls_20_1024B,modem,1273823,29917.7079466844,38109864489.76936,12738.230000231626,1.8330844819912382
no_tls_20_1024B,system,2635892,789.9278469371484,2082164492.3188539,26358.919998714508,0.10015211207565258
no_tls_20_1416B,total,31622788,2617.2260287923286,82763983856.58171,316227.88014247187,3.9809476252951375
no_tls_20_1416B,setup,1494258,27626.34892389083,41280892890.31526,14942.580000279742,1.985610948061337
no_tls_20_1416B,compute,37528,43450.34255784378,932714761.7771333,375.27999999994864,0.07843207431005689
no_tls_20_1416B,sleep,26156754,4.261386808885168,111464046.45885435,261567.54009156546,0.005361420636547736
no_tls_20_1416B,modem,1279397,29974.051489644866,38348711553.697174,12793.970000232843,1.8445730257664037
no_tls_20_1416B,system,2654851,787.3137148738701,2090200603.246609,26548.50999868416,0.10053864901117883
no_tls_20_2048B,total,31172844,2239.390022337819,69808155821.49335,311728.44013828144,3.3577722965033234
no_tls_20_2048B,setup,1044203,25066.961542618938,26174996443.68732,10442.030000181505,1.2590173289632447
no_tls_20_2048B,compute,37628,42383.67402315064,908934256.3791621,376.27999999994773,0.07671049982347304
