Label,Section,Number of samples,Average Current (uA),Total Current (uA),Total time(ms),Energy consumption (joules)
no_tls_20_1024B,compute,22889,35197.385157959645,805662933.5535176,228.8979999999368,0.03867173312584522
no_tls_20_1024B,send,14638,7485.664872040505,109581272.33597262,146.38800000001183,0.005259895244584099
no_tls_20_1024B,sleep,26123574,3.9279964431044077,102615225.16449633,261235.74409125643,0.004925438753290505
no_tls_20_1024B,modem,1312180,30093.422296454657,39490323716.42521,13121.802000239997,1.895423658641691
no_tls_20_1024B,system,2655224,790.8318050660462,2099852594.5059752,26552.24399868356,0.10079212344015845
no_tls_20_1416B,total,31285403,2342.9064400663283,73327038332.83006,312854.03413932974,3.51834111065168
no_tls_20_1416B,setup,1156910,25999.896785040248,30241181224.453773,11569.102000206105,1.4438181979246145
no_tls_20_1416B,compute,22887,35401.83301326032,810271146.6562338,228.8779999999368,0.038892963534752446
no_tls_20_1416B,send,14642,7521.275122095317,110128028.17246377,146.4220000000118,0.005286144700452139
no_tls_20_1416B,sleep,26115324,4.0549905634923515,105901131.28284082,261153.24209117965,0.005083074875064802
no_tls_20_1416B,modem,1326703,30126.49324147703,39972335863.68785,13267.030000243167,1.918507630256634
no_tls_20_1416B,system,2648936,787.9600085560013,2087220937.916814,26489.359998693624,0.1001882703898254
no_tls_20_2048B,total,31166232,2312.768327624406,72081053786.59364,311662.3241382198,3.4598532104672937
no_tls_20_2048B,setup,1037647,25620.894017462764,26579023858.013817,10376.478000180074,1.2761022869623087
no_tls_20_2048B,compute,22900,35191.039633458946,805870458.0103055,228.9999999999367,0.03868199076508738
no_tls_20_2048B,send,14709,7624.949992871896,112155564.8916202,147.0900000000112,0.005383458693367741
no_tls_20_2048B,sleep,25963622,4.1011237656928055,106484691.98097876,259636.22208976682,0.005111041348065782
no_tls_20_2048B,modem,1390632,30454.294500526896,42346654289.48731,13906.326000257124,2.0328352676743906
no_tls_20_2048B,system,2736720,779.0803460629203,2130864923.5419044,27367.20799855311,0.10234201861578565
no_tls_25_256B,total,34886620,2466.882415368119,86063760606.51265,348866.20817286865,4.130937188437455
no_tls_25_256B,setup,1199857,25965.236730634428,31171588322.798473,11998.57400021548,1.495419908859025
no_tls_25_256B,compute,733852,10146.73600930248,7446236957.964618,7338.528000113763,0.3574181103073384
no_tls_25_256B,send,17882,7266.258141269512,129939586.86767173,178.82599999998234,0.00623710021617856
no_tls_25_256B,sleep,26099053,3.6938530929364646,96405553.95507714,260990.53209102806,0.004627491284119572
no_tls_25_256B,modem,1283007,29866.297805100545,38318027024.12882,12830.07600023363,1.839296979288244
no_tls_25_256B,system,5552967,1603.039115044157,8901563159.831293,55529.67200232575,0.4272779340734427
no_tls_25_708B,total,34850507,2456.3551077872307,85615095151.4516,348505.0781725324,4.109050698522663
no_tls_25_708B,setup,1162788,25889.128988618806,30192451896.078808,11627.88400020739,1.4449717859811164
no_tls_25_708B,compute,733746,10171.161506195296,7463012305.727682,7337.46000011374,0.35822635539074205
no_tls_25_708B,send,17890,7255.093866330014,129796537.6773407,178.90399999998226,0.006230233502696525
no_tls_25_708B,sleep,26083965,3.6012096959217756,93933304.04809274,260839.6500908876,0.0045088237295431086
no_tls_25_708B,modem,1297012,29951.74293016848,38847443780.922134,12970.124000236687,1.8646935351719889
no_tls_25_708B,system,5555105,1600.0543065724755,8888457326.105267,55551.056002330115,0.42664659067764993
no_tls_25_1024B,total,34830618,2511.9505444819088,87500044377.34462,348306.1881723471,4.1996540113245375
no_tls_25_1024B,setup,1139557,25751.71578162685,29387818099.98702,11395.572000202319,1.4085865503277204
no_tls_25_1024B,compute,734335,10115.462108095395,7428157521.049748,7343.358000113869,0.3565510060623889
no_tls_25_1024B,send,17918,7225.882338270027,129476230.82515404,179.183999999982,0.006214860004322142
no_tls_25_1024B,sleep,26006843,3.4284441571973074,89163890.67687698,260068.43809016934,0.004279824561800019
no_tls_25_1024B,modem,1373762,30239.32340247048,41551762002.78583,13737.628000253442,1.9939995642359885
no_tls_25_1024B,system,5558200,1603.7143981726617,8913666631.177967,55582.00800233641,0.42786079926093606
no_tls_25_1416B,total,34776475,2439.6064834230774,84843096715.07907,347764.7581718429,4.072363961962016
no_tls_25_1416B,setup,1086648,25089.90723564687,27278974505.362923,10866.484000190769,1.308667562603651
no_tls_25_1416B,compute,734180,10498.878493125669,7708025990.889673,7341.804000113834,0.36998739896418786
no_tls_25_1416B,send,17908,7211.158587836791,129137427.41835988,179.0799999999821,0.006198596543566481
no_tls_25_1416B,sleep,26038794,3.362143583404051,87546225.31027977,260387.9420904669,0.004202215913737195
no_tls_25_1416B,modem,1350403,30143.316885193944,40712783040.284386,13504.03200024834,1.9538703158941688
no_tls_25_1416B,system,5548541,1608.8281848989484,8926629524.916454,55485.41600231675,0.4284792053537775
no_tls_25_2048B,total,34745693,2439.222914736496,84758287755.43997,347456.9301715562,4.068119548600601
no_tls_25_2048B,setup,1053225,25048.86095522901,26446611474.95472,10532.258000183476,1.2663411177177322
no_tls_25_2048B,compute,734833,10246.254089058679,7529302352.304339,7348.332000113977,0.3614058086588572
no_tls_25_2048B,send,17938,7213.916889216276,129407572.11283128,179.38599999998183,0.0062115633364263345
no_tls_25_2048B,sleep,25986771,3.328680971623932,86501802.85103002,259867.7140899824,0.004152080232147516
no_tls_25_2048B,modem,1377468,30248.000630122977,41664104947.95882,13774.682000254252,1.999951631152484
no_tls_25_2048B,system,5575455,1596.7136051257262,8902359604.368982,55754.558002371574,0.427315494288759
no_tls_e2e_10_256B,total,31141636,2195.2603186527112,68375473522.46533,311416.36413799075,3.2814719365019243
no_tls_e2e_10_256B,setup,1126991,25235.73514398944,28546134771.058067,11269.914000199575,1.36514191106196
no_tls_e2e_10_256B,compute,22,26988.518815172523,609591.7083740234,0.22600000000000006,0.00002927714521069916
no_tls_e2e_10_256B,send,15219,7382.057213495439,112349978.39139836,152.19400000000655,0.005392823114643712
no_tls_e2e_10_256B,sleep,26127966,3.3023026204418526,86282447.00693579,261279.66609129737,0.004141557724807025
no_tls_e2e_10_256B,modem,1267876,29786.88974550379,37765668027.93807,12678.766000230327,1.8127728237979337
no_tls_e2e_10_256B,system,2603559,716.1263826911825,1864428705.7444997,26035.597998766265,0.08949493735707971
no_tls_e2e_10_708B,total,31147418,2276.335022618145,70904502574.17096,311474.1841380446,3.403294051175252
no_tls_e2e_10_708B,setup,1132002,25455.411300474523,28830939199.522575,11320.02400020067,1.3831481609104845
no_tls_e2e_10_708B,compute,22,28844.979253022564,650489.28565979,0.22600000000000006,0.00003129103349367889
no_tls_e2e_10_708B,send,15994,7380.6677037314785,118046831.7429231,159.93999999999951,0.005666227164167084
no_tls_e2e_10_708B,sleep,26054843,3.2977084894322624,85921225.48202603,260548.43409061636,0.004124221358442757
no_tls_e2e_10_708B,modem,1338977,29873.966963325347,40001010683.73092,13389.774000245849,1.9200271974227385
no_tls_e2e_10_708B,system,2605578,716.9038783981434,1867934143.6772246,26055.78599876303,0.08966157137868123
no_tls_e2e_10_1024B,total,31638764,2766.130152525488,87788050754.80363,316387.64014262066,4.200813078167456
no_tls_e2e_10_1024B,setup,1622844,27255.600302936007,45124135677.84377,16228.44599990437,2.1231169810136357
no_tls_e2e_10_1024B,compute,23,26977.31766078783,620478.3061981201,0.23000000000000007,0.000029782958697509776
no_tls_e2e_10_1024B,send,16493,7501.551449094821,123723539.14455354,164.93199999999496,0.005938780241289931
no_tls_e2e_10_1024B,sleep,26039012,3.281650566080664,85451148.40602057,260390.12609046893,0.004101645142495694
no_tls_e2e_10_1024B,modem,1348683,30091.058418921246,40583379678.57698,13486.832000247965,1.9479986381070624
no_tls_e2e_10_1024B,system,2611707,716.2774272229695,1870740231.5971851,26117.07399875322,0.08979393873801057
no_tls_e2e_10_1416B,total,31257659,2412.306935202185,75423643992.02965,312576.59613907133,3.6193473151112365
no_tls_e2e_10_1416B,setup,1241064,25846.355338264308,32131395132.91941,12410.644000224476,1.5396955910711987
no_tls_e2e_10_1416B,compute,22,28606.994932725025,646904.0817260742,0.22600000000000006,0.000031032868103020116
no_tls_e2e_10_1416B,send,17168,7529.943066949958,129279885.48421486,171.68799999998882,0.006205444153336416
no_tls_e2e_10_1416B,sleep,25929438,3.2889763291054033,85278064.1950965,259294.3800894484,0.004093502776244424
no_tls_e2e_10_1416B,modem,1368765,30057.44424588909,41156917389.35506,13687.650000252348,1.9747957283511781
no_tls_e2e_10_1416B,system,2701200,712.4269091271168,1920126615.255621,27012.007998609966,0.09237159056527994
no_tls_e2e_10_2048B,total,31281105,2443.8992986159815,76448368179.71252,312811.0521392897,3.669497812428179
no_tls_e2e_10_2048B,setup,1263516,26022.16021362131,32887614221.621117,12635.162000229375,1.5782122074961376
no_tls_e2e_10_2048B,compute,22,27029.374963963928,605823.95362854,0.22400000000000006,0.000029061983961254023
no_tls_e2e_10_2048B,send,18180,7656.725548819905,139197030.53927794,181.79999999997963,0.006681564982921453
no_tls_e2e_10_2048B,sleep,26001079,3.3948088227847513,88265218.26644921,260010.79409011564,0.0042368973014226905
no_tls_e2e_10_2048B,modem,1368598,30275.889707370334,41447631736.40192,13685.982000252314,1.988905351568134
no_tls_e2e_10_2048B,system,2629709,717.0594928914707,1885054148.1296487,26297.089998724405,0.0905115744912321
no_tls_e2e_15_256B,total,31279180,2335.2776762828316,73051691215.51436,312791.8021392718,3.5061874217285656
no_tls_e2e_15_256B,setup,1261102,26388.329922064655,33303405854.67447,12611.02800022885,1.5973630441268836
no_tls_e2e_15_256B,compute,715,38683.03591772524,27689122.844350338,7.157999999999892,0.001329087221275551
no_tls_e2e_15_256B,send,15228,7457.748102334539,113568693.57403311,152.28200000000646,0.005451267823294831
no_tls_e2e_15_256B,sleep,26127537,3.7931365674497,99104669.56642878,261275.37609129335,0.004757055279485079
no_tls_e2e_15_256B,modem,1258180,29884.6021412378,37600513410.017296,12581.80000022821,1.804810018691739
no_tls_e2e_15_256B,system,2616415,729.0390577182975,1907409464.110683,26164.157998745683,0.09155852684831141
no_tls_e2e_15_708B,total,31234858,2365.8893490864907,73912422466.12903,312348.58813885896,3.547114549823661
no_tls_e2e_15_708B,setup,1216007,25872.083855983514,31559490448.790718,12160.076000219005,1.5101112286694338
no_tls_e2e_15_708B,compute,715,28385.526670166833,20318392.379024625,7.157999999999892,0.0009752812795442453
no_tls_e2e_15_708B,send,15993,7546.596489916582,120698295.29389326,159.9379999999995,0.005793540237140517
no_tls_e2e_15_708B,sleep,26024404,3.896645976128972,101410064.68209817,260244.04609033288,0.004867578792045207
no_tls_e2e_15_708B,modem,1341064,29962.726896471657,40183889538.958176,13410.646000246303,1.9287337133310714
no_tls_e2e_15_708B,system,2636672,730.7515465675287,1926615725.2668571,26366.72399871326,0.09248411683189867
no_tls_e2e_15_1024B,total,31137369,2268.317318618499,70637915466.10258,311373.69413795107,3.390212846281602
no_tls_e2e_15_1024B,setup,1118004,25627.844599098702,28709095955.92107,11180.044000197613,1.375298065191121
no_tls_e2e_15_1024B,compute,716,30104.109947926278,21553004.282090068,7.159999999999892,0.0010346180506903147
no_tls_e2e_15_1024B,send,16495,7393.972573710582,121965231.80282612,164.95199999999494,0.005854322707097619
no_tls_e2e_15_1024B,sleep,24390943,6.593810617522128,153193171.300641,243909.43607512006,0.007719804620668614
no_tls_e2e_15_1024B,modem,1321081,30020.830298115885,39659756808.12466,13210.81200024194,1.9036778167659654
no_tls_e2e_15_1024B,system,4290129,562.675313563693,1972351294.0719955,42901.29000039274,0.11586958465563796
no_tls_e2e_15_1416B,total,31241656,2546.300504128215,79587066461.40703,312416.5601389223,3.8184309339827553
no_tls_e2e_15_1416B,setup,1223800,25978.264610486578,31882652828.752026,12238.008000220707,1.526026608647929
no_tls_e2e_15_1416B,compute,717,27389.62886571789,19638336.402589083,7.169999999999891,0.0009426414670425324
no_tls_e2e_15_1416B,send,14973,7592.099305096817,114221082.8357059,149.73199999999034,0.00545654502312328
no_tls_e2e_15_1416B,sleep,19141212,10.201981696914586,203630858.5494316,191412.12203369627,0.009373358234665684
no_tls_e2e_15_1416B,modem,1636465,27725.172719254875,44605477855.65044,16364.658000049734,2.1778222538059913
no_tls_e2e_15_1416B,system,9224487,299.77551938040267,2761445495.912468,92244.870002459,0.13273321831279142
no_tls_e2e_15_2048B,total,31257459,2517.443629235191,78698032927.08856,312574.5941390695,3.777066819245645
no_tls_e2e_15_2048B,setup,1236379,26004.262344814586,32210487821.17339,12363.792000223453,1.5432541956025467
no_tls_e2e_15_2048B,compute,716,32848.77136789246,23546807.124630548,7.167999999999891,0.001130207967192238
no_tls_e2e_15_2048B,send,18190,7638.76170071259,138951844.12959045,181.90199999997952,0.006669628948237753
no_tls_e2e_15_2048B,sleep,25800571,3.366234416768831,86849034.86492899,258005.71408824826,0.0041688370295370255
no_tls_e2e_15_2048B,modem,1461672,30302.84813026372,44286198132.16769,14616.724000272628,2.1260561642027627
no_tls_e2e_15_2048B,system,2739929,713.3585044160291,1951999286.797535,27399.293998547968,0.09381849306652444
no_tls_e2e_20_256B,total,31359528,2311.741325020539,72500628151.91663,313595.28414002,3.479765652854603
no_tls_e2e_20_256B,setup,1230162,25998.923326128897,31991181717.748913,12301.626000222095,1.5351793495991422
no_tls_e2e_20_256B,compute,22948,35233.319671486075,808556941.6810974,229.48599999993627,0.038810657271016354
no_tls_e2e_20_256B,send,15230,7413.798466293205,112913785.6475796,152.30200000000644,0.005419854403264489
no_tls_e2e_20_256B,sleep,26153747,3.371841499897985,88186653.97927363,261537.47409153747,0.0042329419628176325
no_tls_e2e_20_256B,modem,1255052,29804.258222145458,37403326313.61357,12550.526000227528,1.795483765125752
no_tls_e2e_20_256B,system,2682387,781.6337946590743,2096462738.5532002,26823.869998640082,0.10063892781349797
no_tls_e2e_20_708B,total,31311520,2492.8132230604415,78062759738.37613,313115.2041395729,3.7465810618579054
no_tls_e2e_20_708B,setup,1183718,25733.28574754477,30540827743.240807,11837.18600021196,1.4621265109933963
no_tls_e2e_20_708B,compute,22937,35582.185460223496,816153794.3519843,229.37199999993635,0.039175473808224566
no_tls_e2e_20_708B,send,13702,7114.895463111602,101200688.22028151,137.0279999999995,0.004679711498492415
no_tls_e2e_20_708B,sleep,21138540,5.311423826127414,74813383.426813,211385.4040718454,0.005389235864077299
no_tls_e2e_20_708B,modem,1521183,29170.81969255534,43778453905.959885,15211.834000094797,2.1299600006872708
no_tls_e2e_20_708B,system,7431438,661.2164884717356,2751310222.3568106,74314.38001702634,0.23586188830949892
no_tls_e2e_20_1024B,total,31365264,2445.8098846757175,76722932789.10164,313652.6401400735,3.6822466925242923
no_tls_e2e_20_1024B,setup,1234627,26324.311030038858,32539366761.04956,12346.27400022307,1.5600343528509795
no_tls_e2e_20_1024B,compute,22951,35475.35022299692,814197931.7525551,229.50999999993624,0.03908134862245325
no_tls_e2e_20_1024B,send,16507,7565.362003247217,124884492.52293412,165.07399999999484,0.005994453923155162
no_tls_e2e_20_1024B,sleep,26038369,3.3327915245738646,86780245.57194085,260383.69809046295,0.004165461994238855
no_tls_e2e_20_1024B,modem,1358815,30210.029608714314,41050919650.032455,13588.15400025018,1.9703929664415734
no_tls_e2e_20_1024B,system,2693993,782.0401545395586,2106783707.3711658,26939.92999862151,0.1011269136931529
no_tls_e2e_20_1416B,total,31371269,2432.5932745269943,76323473320.4819,313712.69414012943,3.6630498715153093
no_tls_e2e_20_1416B,setup,1239966,25977.465647113375,32277251908.389458,12399.662000224236,1.5461366095038824
no_tls_e2e_20_1416B,compute,22935,35348.493311294274,810743854.0896909,229.3559999999364,0.03891546735313421
no_tls_e2e_20_1416B,send,17163,7650.153349922718,131301202.98308003,171.63199999998886,0.006302453374818484
no_tls_e2e_20_1416B,sleep,25985306,3.3173793388962736,86201813.13006365,259853.0600899687,0.004137749628918884
no_tls_e2e_20_1416B,modem,1358349,30101.61829126611,40889755917.31645,13583.496000250077,1.9626490159702452
no_tls_e2e_20_1416B,system,2747548,774.9232592442497,2128218623.7924378,27475.487998535777,0.10219869460392773
no_tls_e2e_20_2048B,total,31263209,2348.239220627257,73411868864.76239,312632.09413912304,3.523847736404744
no_tls_e2e_20_2048B,setup,1130791,25238.60933114563,28561087254.99456,11307.916000200405,1.3699011565366506
no_tls_e2e_20_2048B,compute,22974,35379.793723126364,812821299.7322521,229.741999999936,0.03901547793377392
no_tls_e2e_20_2048B,send,18179,7708.103041822064,140125740.5726639,181.78999999997964,0.006726029049468845
no_tls_e2e_20_2048B,sleep,25934663,3.3102519663872,85848324.85498439,259346.63208949706,0.004120812954480746
no_tls_e2e_20_2048B,modem,1379137,30208.9973374877,41666274825.90071,13791.372000254614,1.9997928961727716
no_tls_e2e_20_2048B,system,2777464,773.02065525073,2145711417.94347,27774.641998487892,0.10305778539372265
no_tls_e2e_25_256B,total,34927054,2477.5175884681003,86536701610.07819,349270.5481732452,4.153554845918928
no_tls_e2e_25_256B,setup,1233743,26122.0964876397,32243358073.719135,12337.432000222878,1.5469420277736752
no_tls_e2e_25_256B,compute,734888,10260.247556919738,7540159475.058121,7348.886000113989,0.36192667021800584
no_tls_e2e_25_256B,send,18517,7020.67622262311,130004670.53788707,185.17399999997656,0.006240224154469665
no_tls_e2e_25_256B,sleep,26088566,3.3013561941496468,86127314.11764586,260885.66809093038,0.004134127278320936
no_tls_e2e_25_256B,modem,1263778,29747.646630357474,37597020941.195175,12637.788000229435,1.8045333677769468
no_tls_e2e_25_256B,system,5587560,1599.9955424046777,8940031134.67886,55875.60000239623,0.42912341247849967
no_tls_e2e_25_708B,total,34863490,2495.6924869036716,87023936882.90584,348634.90817265323,4.176410500794443
no_tls_e2e_25_708B,setup,1170081,25572.781954889047,30025566427.992134,11700.818000208981,1.436267843583289
no_tls_e2e_25_708B,compute,734866,10276.454943804836,7551830283.6589,7348.668000113985,0.36248762688072844
no_tls_e2e_25_708B,send,19271,6832.540142314303,131669879.6211946,192.7099999999697,0.006320154291960875
no_tls_e2e_25_708B,sleep,25990292,3.292779546950895,85580005.18993942,259902.92009001513,0.00410785449343303
no_tls_e2e_25_708B,modem,1346250,29917.836997120547,40280421536.055504,13462.500000247435,1.9332906267894627
no_tls_e2e_25_708B,system,5602729,1597.2518360125637,8948868749.533566,56027.29200242714,0.4295505360849061
no_tls_e2e_25_1024B,total,35038692,3256.837286440703,114590163894.59842,350386.926174285,5.477535388059635
no_tls_e2e_25_1024B,setup,2164743,26223.339028161066,57607728312.564674,21647.436000846035,2.7248066560349025
no_tls_e2e_25_1024B,compute,734383,10197.718541099151,7489000122.795438,7343.832000113878,0.3594735924013371
no_tls_e2e_25_1024B,send,19777,6725.077810540733,133001863.27678207,197.7699999999651,0.006384089465233949
no_tls_e2e_25_1024B,sleep,25208552,3.3446407859980263,84351467.26457186,252085.5200827346,0.0040470504577355465
no_tls_e2e_25_1024B,modem,1344968,29973.897867020605,40313383186.11526,13449.686000247155,1.9350696696715441
no_tls_e2e_25_1024B,system,5566268,1610.3545379792217,8962698943.237703,55662.682002352856,0.43025593228119974
